"item","protein","carbs","fats"
"BEEF,GROUND,90% LN MEAT / 10% FAT,RAW",20,0,4.058
"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,BRLD",26.11,0,4.627
"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED",25.21,0,4.218
"BEEF,GROUND,90% LN MEAT / 10% FAT,CRUMBLES,CKD,PAN-BROWNED",28.45,0,4.752
"BEEF,GROUND,90% LN MEAT / 10% FAT,LOAF,CKD,BKD",26.62,0,4.379
"BEEF,GROUND,85% LN MEAT / 15% FAT,RAW",18.59,0,5.866
"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,BRLD",25.93,0,5.887
"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,PAN-BROILED",24.62,0,5.335
"BEEF,GROUND,85% LN MEAT / 15% FAT,CRUMBLES,CKD,PAN-BROWNED",27.73,0,5.821
"BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD",25.93,0,5.464
"BEEF,GROUND,80% LN MEAT / 20% FAT,RAW",17.17,0,7.673
"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD",25.75,0,6.758
"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED",24.04,0,6.051
"BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED",27,0,6.593
"BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD",25.25,0,6.138
"BEEF,GROUND,75% LN MEAT / 25% FAT,RAW",15.76,0,9.481
"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD",25.56,0,7.238
"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED",23.45,0,6.36
"BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED",26.28,0,7.044
"BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD",24.56,0,6.382
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,RAW",22.53,0,1.553
"BEEF,TENDERLOIN,LN,1/8"" FAT,SEL,RAW",22.06,0,2.191
"BEEF,TOP SIRLOIN,LN,1/8"" FAT,SEL,RAW",22.27,0,1.307
"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,SEL,RAW",23.07,0,1.432
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD",30.87,0,2.369
"BEEF,TENDERLOIN,LN,1/8"" FAT,SEL,CKD,BRLD",29.07,0,2.953
"BEEF,TOP SIRLOIN,LN,1/8"" FAT,SEL,CKD,BRLD",29.34,0,1.889
"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,SEL,CKD,BRLD",29.44,0,2.183
"BEEF,RND,BTTM RND LN,1/8"" FAT,SEL,CKD,RSTD",28.45,0,1.608
"BEEF,RND,EYE OF RND RST,LN,1/8"" FAT,SEL,CKD,RSTD",29.59,0,1.416
"BEEF,RND,TOP RND,LN,1/8"" FAT,SEL,CKD,BRLD",31.61,0,1.602
"BEEF,RND,BTTM RND,LN,1/8"" FAT,SEL,CKD,BRSD",34.46,0,2.216
"BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,RAW",22.19,0,1.476
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",33.15,0,2.274
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW",21.57,0,1.425
"BEEF,RND,EYE OF RND,LN,1/8"" FAT,ALL GRDS,RAW",22.6,0,1.027
"BEEF,RND,EYE OF RND,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",29.73,0,1.624
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,RAW",22.33,0,0
"BEEF,TENDERLOIN,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",29.04,0,3.195
"BEEF,TENDERLOIN,LN,1/8"" FAT,ALL GRDS,RAW",22.12,0,2.412
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",34.66,0,2.788
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,RAW",22.11,0,1.553
"BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,CKD",28,0,1.972
"BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",34.34,0,2.663
"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,ALL GRDS,CKD,BRLD",29.3,0,2.7
"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,ALL GRDS,RAW",22.93,0,1.905
"BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",31.82,0,1.878
"BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,RAW",22.91,0,1.399
"BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",29.42,0,2.224
"BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,RAW",22.09,0,1.508
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",21.96,0,1.875
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW",21.69,0,1.508
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD",34.72,0,3.17
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,CKD,BRSD",33.13,0,2.572
"BEEF,RND,EYE OF RND,LN,1/8"" FAT,CHOIC,RAW",22.88,0,1.158
"BEEF,RND,TOP RND LN,1/8"" FAT,CHOIC,RAW",22.69,0,1.637
"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,RAW",22.22,0,1.699
"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,CKD,RSTD",27.56,0,2.334
"BEEF,RND,EYE OF RND LN,1/8"" FAT,CHOIC,CKD,RSTD",29.87,0,1.828
"BEEF,RND,TOP RND,LN,1/8"" FAT,CHOIC,CKD,BRLD",32.04,0,2.154
"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,CKD,BRSD",34.22,0,3.109
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",22.12,0,2.183
"BEEF,TENDERLOIN,LN,1/8"" FAT,CHOIC,RAW",22.17,0,2.612
"BEEF,TOP SIRLOIN,LN,1/8"" FAT,CHOIC,RAW",21.91,0,1.709
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8""FAT,CHOIC,CKD,BRLD",28.29,0,3.445
"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,CHOIC,RAW",22.78,0,2.378
"BEEF,TENDERLOIN,LN,1/8"" FAT,CHOIC,CKD,BRLD",29.01,0,3.465
"BEEF,TOP SIRLOIN,LN,1/8"" FAT,CHOIC,CKD,BRLD",29.51,0,2.56
"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,CHOIC,CKD,BRLD",29.16,0,3.217
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW",22.26,0,1.232
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW",21.45,0,1.34
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD",34.6,0,2.406
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD",33.18,0,1.973
"BEEF,RND,EYE OF RND,LN,1/8"" FAT,SEL,RAW",22.31,0,0.898
"BEEF,RND,TOP RND,LN,1/8"" FAT,SEL,RAW",23.13,0,1.154
"BEEF,RND,BTTM RND,LN,1/8"" FAT,SEL,RAW",22.18,0,1.253
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,CKD,BRLD",29.58,0,2.907
"BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD",11.71,1.99,1.357
"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,ALL GRDS,RAW",21.26,0,1.729
"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,CHOIC,CKD,RSTD",26.34,0,3.527
"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,CHOIC,RAW",21.17,0,2.132
"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,SEL,CKD,RSTD",27.17,0,2.517
"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,SEL,RAW",21.34,0,1.5
"BEEF,RND,TIP RND,LN,0"" FAT,ALL GRDS,RAW",21.07,0,1.376
"BEEF,RND,TIP RND,LN,0"" FAT,CHOIC,RAW",20.76,0,1.556
"BEEF,RND,TIP RND,LN,0"" FAT,SEL,RAW",21.38,0,1.147
"BEEF,FLANK,LN,0"" FAT,ALL GRDS,CKD,BRLD",27.89,0,3.07
"BEEF,FLANK,LN,0"" FAT,SEL,CKD,BRLD",27.96,0,2.688
"BEEF,FLANK,LN,0"" FAT,ALL GRDS,RAW",21.57,0,2.058
"BEEF,FLANK,LN,0"" FAT,SEL,RAW",21.43,0,2.074
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW",18.12,0.12,8.939
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,RAW",17.77,0,8.963
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",28.66,0,8.219
"BEEF,GROUND BF CALCULATOR - USER SELECTS LEAN/FAT PERCENTAGE",0,0,0
"POPCORN,OIL-POPPED,LOFAT",10.72,76.04,1.184
"POPCORN,OIL-POPPED,LOFAT",12.6,72,1.415
"Snacks, popcorn, unpopped kernels",10.87,73.12,0.64
"FORM BAR,MASTERFOODS USA,SNICKERS MARATHON CHEWY CHOC PNUT",24.29,47.24,4.728
"FORM BAR,MASTERFOODS USA,SNICKERS MARATHON MULTI GRAIN",18.49,55.12,4.794
"FORM,MASTERFOODS USA,SNICKERS MARATHON DOUBLE CHOC NUT BAR",22.35,52.47,4.847
"SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,PNUT BUTTER",5.88,64.69,10.411
"FORM BAR,MASTERFOODS USA,SNICKERS MARATHON HONEY NUT OAT BAR",22.5,54.3,4.481
"SNACKS,M&M MARS,KUDOS WHL GRAIN BAR,M&M'S MILK CHOC",3.78,73.01,6.802
"FORM BAR,MASTERFOODS USA,COCOAVIA,CHOC ALMOND SNACK BAR",7.72,51.68,4.326
"Snacks, sweet potato chips",3.5,64.83,2.207
"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original",7.95,67.26,2.166
"SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL",8.69,55.71,6.904
"Form Bar, MASTERFOODS, SNCKRS MARATH Prot Perf Bar, Crml Nut",25,53,4.375
"Form Bar, MASTERFOODS, SNICKERS Marathon Energy Bar, all",21.91,50.3,4.753
"Formulated bar, POWER BAR, chocolate",14.15,69.63,1.32
"FORM BAR,MASTERFOODS USA,COCOAVIA,CHOC BLUEBERRY SNACK BAR",6.21,57.87,3.87
"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN SNACK,FRENCH ONION FLAVR",8.68,65.49,2.469
"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,HARVEST CHEDDAR",8.08,64.7,2.892
"PRETZELS,SOFT,UNSALTED",8.2,71.04,0.695
"Snacks, soy chips or crisps, salted",26.5,53.15,0
"POPCORN,MICROWAVE,REG (BUTTER) FLAVOR,MADE W/ PALM OIL",8.69,55.69,13.634
"PLANTAIN CHIPS",1.69,57.32,9.412
"SNACKS,TORTILLA CHIPS,PLN,YEL CORN",7.18,67.31,2.462
"SOUP,EGG DROP,CHINESE RESTAURANT",1.16,4.29,0.166
"SOUP,HOT & SOUR,CHINESE RESTAURANT",2.58,4.35,0.229
"SOUP,WONTON,CHINESE RESTAURANT",2.08,5.25,0.062
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,BF STEW - FULL",4.08,8.16,0.816
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,BF STROGANOF -",4.9,7.35,1.633
"CAMPBELL,CAMPBELL'S CHUNKY,HEALTHY REQUEST BF BARLEY SOUP",3.67,8.57,0.408
"CAMPBELL'S CHNKY,HEALTHY REQUST MICROWAVBL ,CHICK NODLE SOUP",2.86,6.12,0.408
"CAMPBELL SOUPS,HLTHY RQST MCRWVBL BWL,GRLL CHICK SSAGE GMB",3.27,8.16,0.408
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUES",2.45,8.16,0.204
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,RIGATONI & MEA",5.31,9.8,1.633
"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,TURKEY POT PIE",4.49,8.57,0.612
"CAMPBELL,CAMPBELL'S RED & WHITE,CHEDDAR CHS SOU",1.61,8.87,1.613
"CAMPBELL,CAMPBELL'S RED & WHITE,CHICK BARLEY W/",3.17,12.7,0.397
"CAMPBELL,CAMPBELL'S RED & WHITE,ITALIAN STYLE W",3.17,9.52,0.794
"CAMPBELL,CAMPBELL'S RED & WHITE,SHREK SHAPED PA",3.17,8.73,0.397
"CAMPBELL,CAMPBELL'S RED & WHITE,SOUPER SHAPES S",3.17,8.73,0.397
"CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA",2.86,6.12,0.408
"CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA",3.27,7.76,0.204
"CAMPBELL, SEL SOUP,HARVEST TOMATO W/ BASIL SOUP",0.41,7.35,0
"CAMPBELL,CAMPBELL'S SEL SOUP,ZESTY AZTECA MEATB",2.04,6.94,0.408
"CAMPBELL,CAMPBELL'S SEL SOUPS,HEALTHY REQUEST C",2.86,5.31,0.408
"CAMPBELL,CAMPBELL'S SOUP AT HAND,25% LESS NA CH",1.31,3.61,0.164
"CAMPBELL,CAMPBELL'S SOUP AT HAND,25% LESS NA CL",0.98,8.85,0
"CAMPBEL,CAMPBELL'S SEL GOLD LABEL SOUPS,CREAMY",2.04,10.2,2.449
"CAMPBELL,CAMPBELL'S SEL GOLD LABEL SOUPS,ITALIA",1.22,7.76,0
"CAMPBELL,CAMPBELL'S SEL GOLD LABEL SOUPS,SOUTHW",1.22,10.61,0.204
"CAMPBELL SOUP COMPANY,PACE,PICO DE GALLO",0,9.38,0
"CAMPBELL SOUP COMPANY,PACE,SALSA VERDE",0,6.25,0
"CAMPBELL SOUP COMPANY,PACE,TEQUILA LIME SALSA",0,9.38,0
"CAMPBELL SOUP COMPANY,PACE,TRIPLE PEPPER SALSA",3.13,9.38,0
"CAMPBELL,CAMPBELL'S RED & WHITE,LENTIL SOUP,COND",7.14,19.05,0.397
"CAMPBELL,PREGO PASTA,HEART SMART- TRADITIONAL S",1.54,10,0.385
"CAMPBELL,RED & WHITE,98% FAT FREE CRM OF MUSHROOM SOUP,COND",1.61,7.26,0.403
"CAMPBELL SOUP COMPANY,TOMATO JUC",0.82,4.12,0
"CAMPBELL SOUP COMPANY,TOMATO JUC,LO NA",0.82,4.12,0
"CAMPBELL SOUP COMPANY,V8 VEG JUC,LEMON TWIST V8",0.82,4.12,0
"CAMPBELL SOUP COMPANY,V8 VEG JUC,V8 PICANTE",0.82,4.12,0
"CAMPBELL SOUP COMPANY,V8 VEG JUC,ORGANIC V8",0.82,4.12,0
"CAMPBELL SOUP COMPANY,ORGANIC TOMATO JUC",0.82,4.12,0
"CAMPBELL SOUP COMPANY,HEALTHY REQUEST TOMATO JUC",0.82,4.12,0
"CAMPBELL'S V8 100% VEG JUC",0.82,4.12,0
"CAMPBELL SOUP COMPANY,V8 VEG JUC,ESSENTIAL ANTIOXIDANTS V8",0.82,4.53,0
"CAMPBELL SOUP COMPANY,V8 VEG JUC,CA ENR V8",0.82,4.53,0
"CAMPBELL SOUP COMPANY,V8 VEG JUC,LO NA V8",0.82,4.12,0
"CAMPBELL SOUP COMPANY,V8 VEG JUC,SPICY HOT V8",0.82,4.12,0
"CAMPBELL SOUP COMPANY,PACE,JALAPENOS NACHO SLICED PEPPERS",0,3.33,0
"CAMPBELL SOUP COMPANY,PACE,DICED GRN CHILIES",0,6.67,0
"AGUTUK,FISH/BERRY W/ SEAL OIL (ICE CREAM) (ALASKA NATIVE)",3.4,13.4,7.7
"AGUTUK,FISH W/ SHORTENING (ALASKA NATIVE)",9,10.5,8.6
"AGUTUK,MEAT-CARIBOU (ALASKAN ICE CREAM) (ALASKA NATIVE)",21.7,0.9,5.1
"ASCIDIANS (TUNUGHNAK) (ALASKA NATIVE)",3.8,0,0.1
"BEAR,BLACK,MEAT (ALASKA NATIVE)",20.1,0,0
"BEAR,POLAR,MEAT,RAW (ALASKA NATIVE)",25.6,0,0.63
"WHALE,BELUGA,MEAT,DRIED (ALASKA NATIVE)",69.86,0,1.204
"WHALE,BELUGA,EYES (ALASKA NATIVE)",19.6,0,0
"Whale, beluga, meat, raw (Alaska Native)",26.5,0,0.092
"WHALE,BELUGA,FLIPPER,RAW (ALASKA NATIVE)",19,0,0
"WHALE,BELUGA,LIVER,RAW (ALASKA NATIVE)",18.4,2,0
"OIL,BELUGA,WHALE (ALASKA NATIVE)",0,0,14.49
"BLACKBERRIES,WILD,RAW (ALASKA NATIVE)",0.84,9.84,0
"FISH,BLACKFISH,WHL (ALASKA NATIVE)",15.5,0,0
"BLUEBERRIES,WILD,FRZ (ALASKA NATIVE)",0.7,10.4,0
"CARIBOU,BONE MARROW,RAW (ALASKA NATIVE)",6.7,0,0
"CARIBOU,EYE,RAW (ALASKA NATIVE)",10.8,0,0
"CARIBOU,LIVER,RAW (ALASKA NATIVE)",15,6.8,0
"STEW/SOUP,CARIBOU (ALASKA NATIVE)",3.8,4.8,0.01
"CARIBOU,TONGUE,RAW (ALASKA NATIVE)",13.7,0,0
"CHITON,LEATHERY,GUMBOOTS (ALASKA NATIVE)",17.1,0,0
"CLOUDBERRIES,RAW (ALASKA NATIVE)",2.4,8.6,0
"COCKLES,RAW (ALASKA NATIVE)",13.5,4.7,0
"CRANBERRIES,WILD,BUSH,RAW (ALASKA NATIVE)",1.1,12.3,0
"CRANBERRY,LO BUSH OR LINGENBERRY,RAW (ALASKA NATIVE)",0.4,12.2,0
"FISH,DEVILFISH,MEAT (ALASKA NATIVE)",11.7,0,0
"FIREWEED,YOUNG LEAVES,RAW (ALASKA NATIVE)",3,6.3,0
"FISH,HERRING EGGS ON GIANT KELP,PACIFIC (ALASKA NATIVE)",11.3,2.6,0
"FISH,HERRING EGGS,PACIFIC,DRY (ALASKA NATIVE)",60.4,2.8,0
"FISH,HERRING EGGS,PACIFIC,PLN (ALASKA NATIVE)",9.6,4.47,0.43
"FISH,HERRING,PACIFIC,FLSH,AIR-DRIED,PACK OIL (ALASKA NATIVE)",44.5,0,0
"HUCKLEBERRIES,RAW (ALASKA NATIVE)",0.4,8.7,0
"FISH,LINGCOD,MEAT,RAW (ALASKA NATIVE)",17.9,0,0
"FISH,LINGCOD,LIVER (ALASKA NATIVE)",5.6,6,0
"STEW,MOOSE (ALASKA NATIVE)",6.6,6,0.01
"MOOSE,MEAT,RAW (ALASKA NATIVE)",22.3,0,0.22
"MASHU ROOTS,RAW (ALASKA NATIVE)",5.8,22.6,0
"MOOSE,LIVER,BRSD (ALASKA NATIVE)",24.38,3.43,0
"MOUSE NUTS,ROOTS (ALASKA NATIVE)",3.9,16.1,0
"MOUSE NUTS,SEEDLINGS (ALASKA NATIVE)",7.3,16.3,0
"OCTOPUS (ALASKA NATIVE)",12.3,0,0.2
"Seal, bearded (Oogruk), meat, dried (Alaska Native)",82.6,0,0.6
"SEAL,BEARDED (OOGRUK),MEAT,RAW (ALASKA NATIVE)",26.7,0,0
"OIL,BEARDED SEAL (OOGRUK) (ALASKA NATIVE)",0.56,0,10.926
"OOPAH (TUNICATE),WHL ANIMAL (ALASKA NATIVE)",11.7,0,0
"OWL,HORNED,FLESH,RAW (ALASKA NATIVE)",22.7,0,0
"FISH,PIKE,NORTHERN,LIVER (ALASKA NATIVE)",16.6,4.3,0
"RHUBARB,WILD,LEAVES (ALASKA NATIVE)",4.2,9.9,0
"FISH,SALMON,TIPNUK,FERMENTED (ALASKA NATIVE)",15.9,0,0
"FISH,SALMON,KING,CHINOOK,KIPPERED,CND (ALASKA NATIVE)",30.7,0,0
"FISH,SALMON,KING,CHINOOK,SMOKED & CND (ALASKA NATIVE)",23.2,0,0
"FISH,SALMON,KING,CHINOOK,SMOKED,BRINED (ALASKA NATIVE)",39.9,0,6.97
"FISH,SALMON,KING,CHINOOK,LIVER (ALASKA NATIVE)",16.6,4.3,0
"DUCK,SCOTER,WHITE-WINGED,MEAT (ALASKA NATIVE)",20.2,0,0
"SEA CUCUMBER,YANE (ALASKA NATIVE)",13,0,0
"SEAL,RINGED,MEAT (ALASKA NATIVE)",28.4,0,0.82
"SOUP,FISH,HOMEMADE (ALASKA NATIVE)",7.4,5.6,0.5
"SOURDOCK,YOUNG LEAVES (ALASKA NATIVE)",2.3,6.5,0
"SQUIRREL,GROUND,MEAT (ALASKA NATIVE)",19.3,0,0
"TEA,TUNDRA,HERB & LABORADOR COMBINATION (ALASKA NATIVE)",0,0.2,0
"WALRUS,MEAT,DRIED (ALASKA NATIVE)",57,0,0
"DEER (VENISON),SITKA,RAW (ALASKA NATIVE)",21.5,0,0.63
"WALRUS,MEAT,RAW (ALASKA NATIVE)",19.2,0,2.57
"WALRUS,MEAT & SUBCUTANEOUS FAT RAW (ALASKA NATIVE)",16.3,0,0
"WALRUS,LIVER,RAW (ALASKA NATIVE)",21,3.5,0
"OIL,WALRUS (ALASKA NATIVE)",0,0,0
"WHALE,BOWHEAD,SUBCUTANEOUS FAT (BLUBBER) (ALASKA NATIVE)",0.4,0,0
"WHALE,BOWHEAD,SKN & SUBCUTANEOUS FATMUKTUK(ALASKA NATIVE)",12.6,0,6.56
"OIL,WHALE,BOWHEAD (ALASKA NATIVE)",0,0,0
"FISH,WHITEFISH,BROAD,LIVER (ALASKA NATIVE)",11,5.1,0
"FISH,WHITEFISH,MXD SP,RAW (ALASKA NATIVE)",18.9,0,1.37
"FISH,WHITEFISH,HEAD,EYES,CHEEKS & SOFT BONES (ALASKA NATIVE)",18.6,0,0
"WILLOW,LEAVES IN OIL (ALASKA NATIVE)",2.6,8.1,0
"WILLOW,YOUNG LEAVES,CHOPD (ALASKA NATIVE)",6.1,20.7,0
"MUSH,BLUE CORN W/ ASH (NAVAJO)",0.66,11.74,0.074
"CORNMEAL,BLUE (NAVAJO)",10.4,76.93,0.886
"MELON,BANANA (NAVAJO)",0.84,4.06,0
"CHILCHEN (RED BERRY BEVERAGE) (NAVAJO)",0.81,8.68,0.075
"CORN,DRIED (NAVAJO)",9.88,74.93,0.82
"CORN,WHITE,STMD (NAVAJO)",9.72,75.2,0.83
"CORNMEAL,WHITE (NAVAJO)",10.99,77.14,0.853
"CORNMEAL,YEL (NAVAJO)",9.85,72.9,1.043
"SQUASH,INDIAN,RAW (NAVAJO)",0.52,5.64,0
"SQUASH,INDIAN,CKD,BLD (NAVAJO)",0.31,3.22,0
"BREAD,KNEEL DOWN (NAVAJO)",4.29,39.47,0.353
"Mutton, cooked, roasted (Navajo)",33.43,0.08,5.142
"FRYBREAD,MADE W/ LARD (NAVAJO)",6.69,48.26,4.621
"TORTILLA,INCL PLN & FROM MUTTON SNDWCH (NAVAJO)",7.28,49.94,0.296
"STEW,DUMPLING W/ MUTTON (NAVAJO)",8.71,8.03,1.709
"STEW,HOMINY W/ MUTTON (NAVAJO)",6.71,9.38,0.733
"STEW,MUTTON,CORN,SQUASH (NAVAJO)",8.62,7.27,1.735
"TAMALES (NAVAJO)",6.28,18.12,2.396
"STEW,STMD CORN (NAVAJO)",8.82,10.8,1.603
"FISH,HALIBUT,RAW,W/ SKN (ALASKA NATIVE)",20.53,0,0.726
"FISH,SALMON,COHO (SILVER),RAW (ALASKA NATIVE)",22.56,0,0.904
"Fish, salmon, sockeye (red), raw (Alaska Native)",21.94,0,1.007
"FISH,SALMON,CHUM,RAW (ALASKA NATIVE)",20.69,0,0.547
"FISH,SALMON,KING (CHINOOK),RAW (ALASKA NATIVE)",20.25,0,1.87
"SALMONBERRIES,RAW (ALASKA NATIVE)",0.85,10.05,0
"BLUEBERRIES,WILD,RAW (ALASKA NATIVE)",1.22,12.31,0
"OIL,SPOTTED SEAL (ALASKA NATIVE)",0,0,14.74
"Fish, salmon, red, canned, bones removed (Alaska Native)",27.31,0,0.92
"Fish, whitefish, eggs (Alaska Native)",14.66,4.89,0.496
"CARIBOU,RUMP MEAT,HALF DRIED (ALASKA NATIVE)",52.06,0,1.55
"CARIBOU,SHLDR MEAT,DRIED (ALASKA NATIVE)",59.38,0,1.586
"CARIBOU,HIND QUARTER MEAT,RAW (ALASKA NATIVE)",22.63,0,1.27
"SEAL,BEARDED (OOGRUK),MEAT,DRIED,IN OIL (ALASKA NATIVE)",35.31,0,3.92
"Fish, whitefish, dried (Alaska Native)",62.44,0,2.85
"FISH,SALMON,RED,(SOCKEYE),CND,SMOKED (ALASKA NATIVE)",35.19,0,1.48
"FISH,SALMON,RED,(SOCKEYE),KIPPERED (ALASKA NATIVE)",24.5,0,0.8
"FISH,SALMON,KING,W/ SKN,KIPPERED,(ALASKA NATIVE)",23.19,0,2.44
"FISH,SHEEFISH,RAW (ALASKA NATIVE)",22.25,0,0.49
"SEAL,BEARDED (OOGRUK),MEAT,LO QUADRANT,RAW (ALASKA NATIVE)",23.63,0,0
"FISH,SALMON,CHUM,DRIED (ALASKA NATIVE)",62.09,0,2.395
"Elk, free range, ground, cooked patties (Shoshone Bannock)",29.45,0,1.138
"ELK,FREE RANGE,GROUND,RAW (SHOSHONE BANNOCK)",20.14,0,0.706
"Buffalo, free range, top round steak, raw (Shoshone Bannock)",21.44,0,0.418
"SEAL,BEARDED (OOGRUK),MEAT,PART DRIED (ALASKA NATIVE)",62.38,0,0
"BUFFALO,FREE RANGE,TOP RND STEAK,CKD (SHOSHONE BANNOCK)",32.51,0,0.595
"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",19.74,0,0.828
"Elk, free range, roast, eye of round, ckd (Shoshone Bannock)",30.56,0,1.125
"CHOKECHERRIES,RAW,PITTED (SHOSHONE BANNOCK)",2.89,33.88,0
"STEELHEAD TROUT,DRIED,FLESH (SHOSHONE BANNOCK)",77.27,0,0.829
"STEELHEAD TROUT,BLD,CND (ALASKA NATIVE)",21.11,0,1.53
"ACORN STEW (APACHE)",6.81,9.22,1.28
"CORN,DRIED,YEL (NORTHERN PLAINS INDIANS)",14.48,66.27,1.974
"SMELT,DRIED (ALASKA NATIVE)",56.19,0,3.59
"FRYBREAD,MADE W/ LARD (APACHE)",8.38,46.01,3.631
"CORNED BF & POTATOES IN TORTILLA (APACHE)",7.91,29.35,3.366
"TENNIS BREAD,PLN (APACHE)",9,53.26,0.27
"FISH,HALIBUT,CKD,W/ SKN (ALASKA NATIVE)",22.13,0,0.498
"SALMON,RED (SOCKEYE),FILETS W/ SKN,SMOKED (ALASKA NATIVE)",60.62,0,2.593
"AGAVE,RAW (SOUTHWEST)",0.52,16.23,0
"AGAVE,CKD (SOUTHWEST)",0.99,32,0
"AGAVE,DRIED (SOUTHWEST)",1.71,81.98,0
"CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)",1.18,5.14,0
